time,open,high,low,close,volume
2016-11-04 00:00:00,12900.0,12900.0,12400.0,12500.0,4099.515281335493
2016-11-05 00:00:00,12700.0,12700.0,12400.0,12500.0,1453.5573046576744
2016-11-06 00:00:00,12500.0,12800.0,12500.0,12700.0,1221.5235646336641
2016-11-07 00:00:00,12600.0,12800.0,12400.0,12600.0,1748.2404
2016-11-08 00:00:00,12600.0,12600.0,12300.0,12400.0,3509.1098
2016-11-09 00:00:00,12400.0,12500.0,11900.0,12300.0,6064.259736794936
2016-11-10 00:00:00,12300.0,12600.0,12200.0,12300.0,1900.102
2016-11-11 00:00:00,12400.0,12500.0,12200.0,12200.0,1409.231
2016-11-12 00:00:00,12200.0,12400.0,12000.0,12000.0,978.0516
2016-11-13 00:00:00,11900.0,12100.0,11600.0,11600.0,1709.498
2016-11-14 00:00:00,12000.0,12100.0,11800.0,11800.0,1515.3186
2016-11-15 00:00:00,12000.0,12000.0,11600.0,12000.0,2821.8393
2016-11-16 00:00:00,12100.0,12400.0,11900.0,12000.0,4848.9986
2016-11-17 00:00:00,11800.0,12100.0,11600.0,12000.0,2697.2513418115154
2016-11-18 00:00:00,12000.0,12100.0,11600.0,11700.0,3196.8387
2016-11-19 00:00:00,11700.0,11800.0,11500.0,11700.0,1633.2021
2016-11-20 00:00:00,11700.0,11700.0,11500.0,11600.0,1088.612682221298
2016-11-21 00:00:00,11500.0,12000.0,11500.0,11650.0,933.9115
2016-11-22 00:00:00,11650.0,12250.0,11550.0,11650.0,11731.7175
2016-11-23 00:00:00,11700.0,11950.0,11600.0,11700.0,1378.1628
2016-11-24 00:00:00,11700.0,12000.0,11500.0,11500.0,5018.312250427351
2016-11-25 00:00:00,11400.0,11550.0,11200.0,11450.0,3841.0676338648773
2016-11-26 00:00:00,11450.0,11500.0,11200.0,11200.0,2175.6336
2016-11-27 00:00:00,11300.0,11300.0,10850.0,11000.0,5897.4765
2016-11-28 00:00:00,11000.0,11050.0,10300.0,10600.0,4065.5332
2016-11-29 00:00:00,10600.0,10600.0,9400.0,9550.0,7011.0715
2016-11-30 00:00:00,9600.0,10200.0,9500.0,9950.0,2014.0135
2016-12-01 00:00:00,9850.0,10750.0,9850.0,10050.0,3667.553
2016-12-02 00:00:00,10050.0,10200.0,9500.0,9500.0,8103.390878431373
2016-12-03 00:00:00,9500.0,9650.0,9100.0,9100.0,2546.7304
2016-12-04 00:00:00,9300.0,9650.0,8800.0,8800.0,3991.2706
2016-12-05 00:00:00,8800.0,9400.0,8750.0,8750.0,2250.7544
2016-12-06 00:00:00,8700.0,8750.0,7000.0,8150.0,14693.3783
2016-12-07 00:00:00,8200.0,9700.0,8000.0,9350.0,9557.062694577897
2016-12-08 00:00:00,9350.0,10500.0,9100.0,10150.0,32581.597735556043
2016-12-09 00:00:00,10250.0,10300.0,9700.0,10150.0,13924.447386669748
2016-12-10 00:00:00,10200.0,10200.0,9900.0,9900.0,7073.1637
2016-12-11 00:00:00,10000.0,10000.0,9450.0,9900.0,10463.1589
2016-12-12 00:00:00,9850.0,10000.0,9650.0,10000.0,8719.8046
2016-12-13 00:00:00,10050.0,10100.0,9950.0,10050.0,5011.9566
2016-12-14 00:00:00,10050.0,10100.0,10000.0,10100.0,6629.9513
2016-12-15 00:00:00,10050.0,10100.0,9350.0,9550.0,13951.5061
2016-12-16 00:00:00,9450.0,9750.0,9300.0,9500.0,9047.194103443859
2016-12-17 00:00:00,9500.0,9650.0,9100.0,9300.0,5376.431020207254
2016-12-18 00:00:00,9200.0,9750.0,9200.0,9550.0,11490.4783
2016-12-19 00:00:00,9600.0,9800.0,9400.0,9550.0,6569.725698649862
2016-12-20 00:00:00,9550.0,9650.0,9250.0,9500.0,5049.450338297872
2016-12-21 00:00:00,9500.0,9650.0,9300.0,9450.0,7484.4394
2016-12-22 00:00:00,9450.0,9650.0,9250.0,9400.0,6659.85008064242
2016-12-23 00:00:00,9400.0,9650.0,9000.0,9000.0,9618.252536649215
2016-12-24 00:00:00,9100.0,9400.0,8800.0,9300.0,1791.6545589067618
2016-12-25 00:00:00,9350.0,9350.0,9050.0,9050.0,1807.6213
2016-12-26 00:00:00,9050.0,9200.0,8950.0,9100.0,2193.6071
2016-12-27 00:00:00,9050.0,9250.0,8850.0,9000.0,1285.3358
2016-12-28 00:00:00,8900.0,9000.0,8750.0,8800.0,1505.251101059228
2016-12-29 00:00:00,8850.0,10150.0,8850.0,10150.0,36594.45705970149
2016-12-30 00:00:00,10100.0,11000.0,10000.0,10250.0,16551.9457
2016-12-31 00:00:00,10300.0,10400.0,9900.0,10200.0,2668.564322795633
2017-01-01 00:00:00,10150.0,10650.0,10000.0,10350.0,4643.031124829957
2017-01-02 00:00:00,10350.0,10600.0,10150.0,10500.0,4582.139863636364
2017-01-03 00:00:00,10450.0,12000.0,10450.0,11900.0,15674.20160905199
2017-01-04 00:00:00,11900.0,14750.0,11500.0,13800.0,40751.316767307326
2017-01-05 00:00:00,13800.0,18500.0,12350.0,13600.0,57631.18085417962
2017-01-06 00:00:00,13550.0,15550.0,12500.0,13000.0,22690.54890231369
2017-01-07 00:00:00,13050.0,13700.0,11800.0,12400.0,12057.683966950417
2017-01-08 00:00:00,12700.0,13000.0,12300.0,12800.0,5647.122300015924
2017-01-09 00:00:00,12700.0,13400.0,12700.0,13300.0,7111.127713266518
2017-01-10 00:00:00,13350.0,13400.0,12800.0,13000.0,5380.173552541842
2017-01-11 00:00:00,13000.0,13200.0,11650.0,12250.0,10436.806970809695
2017-01-12 00:00:00,12250.0,12600.0,10700.0,11350.0,6070.780263030839
2017-01-13 00:00:00,11350.0,12250.0,11300.0,11450.0,2877.4090313793104
2017-01-14 00:00:00,11400.0,12800.0,10950.0,11600.0,5294.029163014094
2017-01-15 00:00:00,11700.0,11850.0,11550.0,11750.0,363.907917239009
2017-01-16 00:00:00,11600.0,11750.0,11250.0,11600.0,1232.8762116900991
2017-01-17 00:00:00,11400.0,12250.0,11350.0,12200.0,5935.384122103004
2017-01-18 00:00:00,12200.0,12500.0,11900.0,11900.0,10455.569255224491
2017-01-19 00:00:00,12000.0,12500.0,11900.0,12350.0,519.6525284811283
2017-01-20 00:00:00,12400.0,12850.0,12150.0,12650.0,4337.816196152333
2017-01-21 00:00:00,12800.0,13000.0,12650.0,13000.0,2774.1412037543387
2017-01-22 00:00:00,13000.0,13050.0,12650.0,12650.0,2737.401270778485
2017-01-23 00:00:00,12750.0,13000.0,12600.0,12900.0,2646.912723076919
2017-01-24 00:00:00,12900.0,12950.0,12750.0,12800.0,1734.56893
2017-01-25 00:00:00,12750.0,12850.0,12400.0,12400.0,3071.127096255084
2017-01-26 00:00:00,12550.0,12800.0,12000.0,12700.0,4074.92299
2017-01-27 00:00:00,12700.0,12800.0,12600.0,12600.0,3500.9497
2017-01-28 00:00:00,12600.0,12750.0,12600.0,12600.0,2313.0846
2017-01-29 00:00:00,12600.0,12700.0,12550.0,12550.0,1204.70559
2017-01-30 00:00:00,12650.0,12700.0,12550.0,12650.0,694.9992761724561
2017-01-31 00:00:00,12650.0,12750.0,12550.0,12650.0,2405.991330481524
2017-02-01 00:00:00,12650.0,13000.0,12300.0,12600.0,4714.710920220962
2017-02-02 00:00:00,12750.0,12950.0,12700.0,12700.0,3077.6348424762095
2017-02-03 00:00:00,12850.0,13000.0,12600.0,13000.0,11574.320917347108
2017-02-04 00:00:00,12950.0,13950.0,12950.0,13950.0,8375.950904010773
2017-02-05 00:00:00,13900.0,13900.0,13500.0,13650.0,1789.761253990084
2017-02-06 00:00:00,13650.0,13800.0,13450.0,13600.0,2306.657689351031
2017-02-07 00:00:00,13650.0,13850.0,13300.0,13500.0,3270.663543866656
2017-02-08 00:00:00,13750.0,13800.0,13300.0,13400.0,5866.7884384773115
2017-02-09 00:00:00,13450.0,13700.0,6000.0,12700.0,8011.461148568723
2017-02-10 00:00:00,12700.0,13300.0,12300.0,12900.0,9654.811093610906
2017-02-11 00:00:00,12900.0,13500.0,12650.0,13450.0,4206.532902889739
2017-02-12 00:00:00,13450.0,13500.0,13100.0,13500.0,2058.427116480115
2017-02-13 00:00:00,13500.0,13550.0,13300.0,13400.0,3010.824313848222
2017-02-14 00:00:00,13400.0,14750.0,13200.0,14750.0,13789.5334846867
2017-02-15 00:00:00,14700.0,15600.0,14600.0,14950.0,17610.08893137881
2017-02-16 00:00:00,15000.0,15200.0,14750.0,14950.0,10207.654844963261
2017-02-17 00:00:00,14900.0,15250.0,14800.0,14850.0,7606.092962604499
2017-02-18 00:00:00,14950.0,15000.0,14700.0,14950.0,7711.06889129181
2017-02-19 00:00:00,14800.0,15150.0,14800.0,14950.0,3011.1219
2017-02-20 00:00:00,15000.0,15100.0,14900.0,14900.0,5894.48240206934
2017-02-21 00:00:00,14950.0,14950.0,14400.0,14800.0,14713.289603682237
2017-02-22 00:00:00,14900.0,14950.0,14750.0,14850.0,3264.8424272979923
2017-02-23 00:00:00,14750.0,14950.0,14650.0,14850.0,12643.964376759493
2017-02-24 00:00:00,14950.0,15450.0,14850.0,15250.0,18260.462714523983
2017-02-25 00:00:00,15250.0,16450.0,15250.0,15900.0,12389.546222073388
2017-02-26 00:00:00,15900.0,16100.0,15700.0,16000.0,6918.746017023203
2017-02-27 00:00:00,16100.0,17300.0,16100.0,17150.0,22441.56019
2017-02-28 00:00:00,17150.0,19950.0,17150.0,18400.0,54696.6003482706
2017-03-01 00:00:00,18150.0,18800.0,17800.0,18300.0,23810.109890375265
2017-03-02 00:00:00,18350.0,24000.0,18350.0,22650.0,83708.2670629121
2017-03-03 00:00:00,22300.0,25800.0,22150.0,23300.0,156638.8941401111
2017-03-04 00:00:00,23300.0,24500.0,22300.0,23500.0,61363.162239752965
2017-03-05 00:00:00,23400.0,23650.0,21650.0,23100.0,100278.60743236869
2017-03-06 00:00:00,23100.0,23450.0,22500.0,23250.0,50111.160496217904
2017-03-07 00:00:00,23300.0,23700.0,22000.0,22700.0,69931.50186642699
2017-03-08 00:00:00,22750.0,22850.0,19950.0,21200.0,85474.7830113938
2017-03-09 00:00:00,21200.0,21650.0,19550.0,20400.0,70004.44533645826
2017-03-10 00:00:00,20250.0,21900.0,20250.0,21450.0,84174.91859464426
2017-03-11 00:00:00,21350.0,24100.0,20850.0,24050.0,143758.47188955444
2017-03-12 00:00:00,24050.0,28550.0,23750.0,26400.0,256689.87870687427
2017-03-13 00:00:00,26450.0,36750.0,26350.0,36750.0,456723.19845719956
2017-03-14 00:00:00,36750.0,37500.0,32500.0,34000.0,294492.95587884134
2017-03-15 00:00:00,33950.0,37700.0,33550.0,36800.0,219952.29975748045
2017-03-16 00:00:00,36800.0,55000.0,36100.0,50400.0,696914.5223702485
2017-03-17 00:00:00,50400.0,98000.0,50000.0,68000.0,832568.1385306412
2017-03-18 00:00:00,68000.0,68200.0,47600.0,50900.0,536985.6428796367
2017-03-19 00:00:00,50900.0,53450.0,35100.0,47400.0,563105.4790081785
2017-03-20 00:00:00,47300.0,61000.0,47050.0,55800.0,499662.0990726239
2017-03-21 00:00:00,55800.0,56550.0,52550.0,53500.0,197137.41019077593
2017-03-22 00:00:00,53400.0,53700.0,45500.0,49250.0,299479.99516675185
2017-03-23 00:00:00,49250.0,52500.0,47800.0,49700.0,136369.41698111792
2017-03-24 00:00:00,49800.0,58450.0,49500.0,54400.0,389434.0742563983
2017-03-25 00:00:00,54450.0,60650.0,53750.0,57200.0,380884.24567190924
2017-03-26 00:00:00,57250.0,60950.0,57200.0,59950.0,235274.03034896732
2017-03-27 00:00:00,59800.0,62000.0,58100.0,59250.0,202652.14278854599
2017-03-28 00:00:00,59250.0,60000.0,58050.0,59200.0,112098.47646424679
2017-03-29 00:00:00,59250.0,61800.0,58350.0,60550.0,210757.89927356073
2017-03-30 00:00:00,60500.0,61700.0,60450.0,61350.0,76902.4218945221
2017-03-31 00:00:00,61300.0,61450.0,58500.0,58650.0,177561.65651971137
2017-04-01 00:00:00,58650.0,59650.0,57050.0,58600.0,162390.8664534784
2017-04-02 00:00:00,58600.0,59700.0,58300.0,58750.0,79557.10609897414
2017-04-03 00:00:00,58750.0,58750.0,51000.0,54150.0,294932.1836848524
2017-04-04 00:00:00,54150.0,54450.0,48250.0,52200.0,254134.60722531253
2017-04-05 00:00:00,52250.0,55350.0,50300.0,54200.0,203558.14061052215
2017-04-06 00:00:00,54250.0,54850.0,51300.0,52150.0,126864.74009912202
2017-04-07 00:00:00,52150.0,52600.0,50000.0,50450.0,132766.79525702825
2017-04-08 00:00:00,50450.0,52400.0,49300.0,51600.0,113771.43574995868
2017-04-09 00:00:00,51650.0,52150.0,50600.0,50750.0,51922.01300475162
2017-04-10 00:00:00,50800.0,50900.0,49850.0,50000.0,67172.81369558469
2017-04-11 00:00:00,50150.0,51450.0,49750.0,50800.0,66079.98155685607
2017-04-12 00:00:00,50800.0,51100.0,50550.0,50900.0,41559.18480477994
2017-04-13 00:00:00,50900.0,56900.0,50850.0,56300.0,302630.43801379786
2017-04-14 00:00:00,56300.0,58700.0,54700.0,55700.0,300417.37918653345
2017-04-15 00:00:00,55600.0,56050.0,54850.0,55350.0,76800.3389915528
2017-04-16 00:00:00,55300.0,57000.0,55100.0,56500.0,80175.17148594015
2017-04-17 00:00:00,56450.0,56750.0,56200.0,56700.0,35375.18799698235
2017-04-18 00:00:00,56650.0,58500.0,56200.0,58000.0,115428.32690253282
2017-04-19 00:00:00,58000.0,58650.0,57450.0,58500.0,84486.95770658182
2017-04-20 00:00:00,58550.0,58700.0,55800.0,56850.0,145425.35181500766
2017-04-21 00:00:00,56800.0,57750.0,56550.0,57300.0,73373.34650677233
2017-04-22 00:00:00,57300.0,57350.0,56550.0,56950.0,43776.94563789069
2017-04-23 00:00:00,56900.0,57100.0,56350.0,56600.0,32893.27145154554
2017-04-24 00:00:00,56550.0,57900.0,56500.0,57900.0,75510.46050207164
2017-04-25 00:00:00,57900.0,57950.0,57250.0,57450.0,42566.416687006495
2017-04-26 00:00:00,57500.0,59750.0,57200.0,58800.0,136051.4863041551
2017-04-27 00:00:00,58800.0,67000.0,58650.0,65700.0,488127.48483059386
2017-04-28 00:00:00,65700.0,76600.0,64800.0,72200.0,751033.1186378708
2017-04-29 00:00:00,72200.0,78700.0,72150.0,77950.0,441467.5772518749
2017-04-30 00:00:00,77950.0,81600.0,77300.0,81300.0,227464.08802558464
2017-05-01 00:00:00,81300.0,96750.0,81250.0,93750.0,521386.0303145575
2017-05-02 00:00:00,93300.0,93650.0,81950.0,89550.0,447944.10888832517
2017-05-03 00:00:00,89550.0,92100.0,88150.0,91400.0,142959.34086511115
2017-05-04 00:00:00,91400.0,103500.0,90300.0,103200.0,373164.6123336317
2017-05-05 00:00:00,103150.0,142800.0,102900.0,121500.0,524864.7346474744
2017-05-06 00:00:00,121350.0,122700.0,106000.0,112800.0,268233.289727673
2017-05-07 00:00:00,112700.0,119000.0,110200.0,117750.0,141460.99279803789
2017-05-08 00:00:00,117700.0,118500.0,112900.0,115000.0,195328.80413621568
2017-05-09 00:00:00,115000.0,117150.0,104400.0,113200.0,262146.83968236466
2017-05-10 00:00:00,113200.0,115950.0,111500.0,112800.0,181477.97860864544
2017-05-11 00:00:00,112800.0,114550.0,112000.0,113450.0,112044.32265840002
2017-05-12 00:00:00,113450.0,117100.0,113150.0,114200.0,135212.61865189063
2017-05-13 00:00:00,114150.0,115450.0,111100.0,112900.0,96552.40168364883
2017-05-14 00:00:00,112600.0,114150.0,112250.0,112650.0,43056.55812641645
2017-05-15 00:00:00,112750.0,115800.0,112000.0,114000.0,119079.67040888868
2017-05-16 00:00:00,114000.0,114850.0,111850.0,112550.0,101660.95903414037
2017-05-17 00:00:00,112550.0,113050.0,102300.0,110150.0,135988.1078517525
2017-05-18 00:00:00,110150.0,117750.0,108150.0,112600.0,134966.2743616644
2017-05-19 00:00:00,112600.0,139950.0,112500.0,137650.0,372335.9917702285
2017-05-20 00:00:00,137900.0,166350.0,137150.0,154450.0,439220.7150841914
2017-05-21 00:00:00,154450.0,180600.0,153950.0,180400.0,308731.8751723117
2017-05-22 00:00:00,180400.0,279600.0,176800.0,245600.0,810150.8716806744
2017-05-23 00:00:00,246000.0,250600.0,196500.0,232300.0,395594.5007319794
2017-05-24 00:00:00,232500.0,328500.0,230050.0,292500.0,549504.5619715296
2017-05-25 00:00:00,292550.0,385050.0,291000.0,351000.0,526346.894272298
2017-05-26 00:00:00,351050.0,353000.0,230050.0,264050.0,607083.4059662817
2017-05-27 00:00:00,264050.0,273500.0,160000.0,210900.0,1028051.1100574693
2017-05-28 00:00:00,211200.0,260000.0,205000.0,230900.0,717170.3743613731
2017-05-29 00:00:00,230950.0,254700.0,216000.0,249000.0,319664.40525151906
2017-05-30 00:00:00,248650.0,313600.0,247000.0,276150.0,971208.7453435636
2017-05-31 00:00:00,276150.0,334200.0,267850.0,310450.0,858714.1707252247
2017-06-01 00:00:00,310450.0,310650.0,290050.0,290950.0,293925.40687910013
2017-06-02 00:00:00,290900.0,298000.0,281800.0,286400.0,218411.64801496238
2017-06-03 00:00:00,286750.0,287200.0,255350.0,272000.0,223891.41857433153
2017-06-04 00:00:00,272250.0,298800.0,270100.0,295200.0,216541.81271888304
2017-06-05 00:00:00,295200.0,308000.0,289950.0,293500.0,200782.72657430556
2017-06-06 00:00:00,293500.0,314600.0,292300.0,308250.0,212377.32405771222
2017-06-07 00:00:00,308050.0,314300.0,302550.0,307500.0,194396.80880475588
2017-06-08 00:00:00,307400.0,308900.0,298000.0,302350.0,126804.22143305535
2017-06-09 00:00:00,302200.0,309300.0,300550.0,309300.0,91529.23252713306
2017-06-10 00:00:00,309350.0,343900.0,309300.0,334550.0,463240.7252199912
2017-06-11 00:00:00,334600.0,399450.0,334500.0,382800.0,912193.7625675648
2017-06-12 00:00:00,382700.0,488000.0,377650.0,457000.0,813749.7137181798
2017-06-13 00:00:00,457000.0,481000.0,396100.0,442000.0,876670.0370825696
2017-06-14 00:00:00,441950.0,469200.0,425000.0,437300.0,434623.0074128892
2017-06-15 00:00:00,437300.0,442950.0,350000.0,379850.0,1016130.744176187
2017-06-16 00:00:00,379850.0,440000.0,374900.0,433000.0,629812.1340565148
2017-06-17 00:00:00,432950.0,449000.0,430150.0,445750.0,228958.13776171484
2017-06-18 00:00:00,445750.0,463750.0,440000.0,448300.0,294334.64153880643
2017-06-19 00:00:00,448350.0,454850.0,442450.0,450200.0,179122.77581725203
2017-06-20 00:00:00,450200.0,460000.0,448950.0,458100.0,199685.7992141307
2017-06-21 00:00:00,458100.0,462000.0,433000.0,440900.0,318541.4172521052
2017-06-22 00:00:00,440050.0,445000.0,400400.0,421600.0,465675.98781853076
2017-06-23 00:00:00,421900.0,429800.0,415700.0,420650.0,182702.42526557975
2017-06-24 00:00:00,420700.0,422450.0,390000.0,406850.0,227871.28824083784
2017-06-25 00:00:00,406750.0,412000.0,391650.0,396000.0,234566.55941459417
2017-06-26 00:00:00,396100.0,398000.0,319500.0,341050.0,773917.1104761102
2017-06-27 00:00:00,341050.0,349000.0,267250.0,283450.0,1196563.3560622162
2017-06-28 00:00:00,283450.0,386500.0,278000.0,365000.0,1491782.8412057601
2017-06-29 00:00:00,365000.0,398000.0,342000.0,358500.0,1225857.6334702752
2017-06-30 00:00:00,358500.0,375900.0,351000.0,363250.0,594264.6167591873
2017-07-01 00:00:00,363100.0,366500.0,323750.0,333000.0,630139.005935585
2017-07-02 00:00:00,333000.0,340900.0,312100.0,323800.0,523488.503201081
2017-07-03 00:00:00,323800.0,353950.0,322400.0,340050.0,489085.997873938
2017-07-04 00:00:00,340400.0,341900.0,333100.0,333950.0,206992.1644124408
2017-07-05 00:00:00,334000.0,336000.0,305050.0,309800.0,398600.5591064093
2017-07-06 00:00:00,309800.0,330000.0,309800.0,321200.0,306560.6823472479
2017-07-07 00:00:00,321050.0,323950.0,300100.0,301350.0,219187.94981257294
2017-07-08 00:00:00,301350.0,308450.0,275100.0,297200.0,461166.41067619366
2017-07-09 00:00:00,297300.0,303000.0,287900.0,288700.0,237549.02381686994
2017-07-10 00:00:00,288700.0,294200.0,268500.0,269900.0,270299.7444141012
2017-07-11 00:00:00,269850.0,278200.0,223800.0,238000.0,938170.6216537748
2017-07-12 00:00:00,238050.0,254500.0,229000.0,243350.0,513199.30354767
2017-07-13 00:00:00,243250.0,275000.0,242100.0,250100.0,667225.4776123745
2017-07-14 00:00:00,249850.0,251300.0,230300.0,231800.0,310513.5944879071
2017-07-15 00:00:00,231800.0,239500.0,190050.0,195300.0,611532.0237107256
2017-07-16 00:00:00,195250.0,217000.0,132150.0,160050.0,1231008.8641904932
2017-07-17 00:00:00,159850.0,203000.0,159450.0,197100.0,1433196.4088015677
2017-07-18 00:00:00,197200.0,244800.0,187150.0,242000.0,1623743.1775571757
2017-07-19 00:00:00,241650.0,322000.0,235050.0,263000.0,2567718.862733952
2017-07-20 00:00:00,263900.0,273250.0,207600.0,254000.0,2217523.2725116936
2017-07-21 00:00:00,254000.0,265000.0,241000.0,249600.0,963604.5989758485
2017-07-22 00:00:00,249350.0,252550.0,237700.0,248200.0,522828.4565203764
2017-07-23 00:00:00,248100.0,258000.0,245100.0,252850.0,414904.5835189222
2017-07-24 00:00:00,252750.0,254800.0,248550.0,250700.0,232592.12550311311
2017-07-25 00:00:00,250550.0,251050.0,223050.0,228000.0,865268.0736581989
2017-07-26 00:00:00,228050.0,238500.0,218500.0,228000.0,803854.7763737044
2017-07-27 00:00:00,227700.0,231500.0,223400.0,226550.0,279397.98106147157
2017-07-28 00:00:00,226550.0,230150.0,217000.0,224150.0,347658.9082370134
2017-07-29 00:00:00,224100.0,224250.0,201150.0,204900.0,475044.0131935315
2017-07-30 00:00:00,204850.0,239000.0,204000.0,228900.0,991845.6012646124
2017-07-31 00:00:00,228900.0,230300.0,218150.0,225800.0,413716.5195243425
2017-08-01 00:00:00,225800.0,264900.0,225700.0,251050.0,1699263.37199182
2017-08-02 00:00:00,251050.0,259250.0,245100.0,247900.0,657033.4292327851
2017-08-03 00:00:00,247900.0,257800.0,247900.0,254650.0,652578.9540657895
2017-08-04 00:00:00,254650.0,257700.0,248600.0,251450.0,763292.2370260712
2017-08-05 00:00:00,251400.0,276750.0,250200.0,270800.0,916104.5609273588
2017-08-06 00:00:00,270800.0,312450.0,269900.0,299600.0,1587197.6360064226
2017-08-07 00:00:00,299850.0,307800.0,286300.0,303000.0,1112276.182395188
2017-08-08 00:00:00,303000.0,329900.0,297900.0,324500.0,1058424.5421978708
2017-08-09 00:00:00,324500.0,363350.0,290000.0,319400.0,2467115.451660942
2017-08-10 00:00:00,319400.0,351100.0,318600.0,345000.0,1233206.9724631314
2017-08-11 00:00:00,345000.0,347850.0,335650.0,342300.0,565843.0268927619
2017-08-12 00:00:00,342750.0,362000.0,342100.0,358400.0,717653.4005366125
2017-08-13 00:00:00,358400.0,361850.0,325800.0,337700.0,800549.3241582976
2017-08-14 00:00:00,337500.0,354450.0,336400.0,344300.0,477917.47842237935
2017-08-15 00:00:00,344100.0,346500.0,321000.0,326550.0,505391.6049773506
2017-08-16 00:00:00,326000.0,351900.0,325400.0,348600.0,609731.7793685113
2017-08-17 00:00:00,348800.0,351650.0,341000.0,344100.0,444515.4876967413
2017-08-18 00:00:00,344100.0,348700.0,335100.0,343750.0,438541.32165096456
2017-08-19 00:00:00,343400.0,344600.0,326250.0,334450.0,463438.44906368403
2017-08-20 00:00:00,334450.0,347500.0,334300.0,341850.0,336562.25821873517
2017-08-21 00:00:00,341800.0,396500.0,339500.0,380400.0,1336668.9323998974
2017-08-22 00:00:00,380000.0,391050.0,335400.0,351950.0,846230.2302927892
2017-08-23 00:00:00,351650.0,367500.0,348000.0,358950.0,375467.82531035005
2017-08-24 00:00:00,358600.0,369500.0,356000.0,362400.0,229941.22338747658
2017-08-25 00:00:00,362000.0,379450.0,360500.0,373500.0,333681.2237237913
2017-08-26 00:00:00,373500.0,385000.0,368050.0,375350.0,223130.2164517004
2017-08-27 00:00:00,375450.0,384900.0,372450.0,378050.0,198193.25876996922
2017-08-28 00:00:00,378050.0,393100.0,375450.0,389250.0,354678.3300183361
2017-08-29 00:00:00,389250.0,411950.0,383200.0,404250.0,391638.64633919
2017-08-30 00:00:00,404200.0,438550.0,403500.0,416800.0,629443.5379646039
2017-08-31 00:00:00,416700.0,430000.0,415750.0,423050.0,195696.37281118784
2017-09-01 00:00:00,423500.0,433750.0,422300.0,427150.0,199361.19168608848
2017-09-02 00:00:00,427150.0,430600.0,375000.0,377350.0,436694.3515383155
2017-09-03 00:00:00,379900.0,413000.0,355200.0,374500.0,583794.1781797721
2017-09-04 00:00:00,374900.0,394900.0,325000.0,328350.0,669708.3197390591
2017-09-05 00:00:00,327500.0,363800.0,296150.0,345750.0,1147265.6334012386
2017-09-06 00:00:00,345800.0,377250.0,329300.0,363850.0,710228.4590063973
2017-09-07 00:00:00,363900.0,373150.0,355500.0,366200.0,365758.56864704593
2017-09-08 00:00:00,366200.0,369900.0,326150.0,345000.0,366581.7041503105
2017-09-09 00:00:00,345000.0,356300.0,330050.0,338000.0,352358.50544057885
2017-09-10 00:00:00,337800.0,345250.0,308000.0,334000.0,338432.7753683183
2017-09-11 00:00:00,334050.0,351000.0,327250.0,336400.0,253300.390757732
